cumulative_hazard,race_group_cumulative_hazard,hazard_rate,race_group_hazard_rate
0.9217946190010837,0.7246781435204298,0.008261605681442331,0.00628937232290409
0.18078399648988103,0.1849138943514475,0.06055775818264586,0.06433150009970401
0.6562521507524819,0.5223338571141523,0.01755650180802712,0.013399069372521485
1.2308019715378544,1.5981637486375548,0.0034235957604539405,0.004587744308125486
0.5872880563528895,0.5402963144213679,0.02131816639297692,0.019087045306210526
0.3082895848496115,0.35512288231410866,0.045413295307516935,0.06204557090602736
0.9541916153054362,0.7493397217038069,0.00753338023046543,0.00573430644017118
0.6247483926135645,0.4982828942773376,0.019187395456367117,0.014653039276086634
0.4260727743442989,0.3958908631705328,0.033307853760185115,0.029856763734737047
0.22494862353128395,0.21505360164819287,0.055366610520026324,0.05006893138690945
0.23815245272938465,0.25944337078175367,0.05376282601395971,0.07308821227349194
0.21129515761269665,0.21586977330796595,0.057012318281776615,0.05514605199998588
1.1934464236859745,1.0829246497872815,0.003808529578491615,0.003409433965803092
0.20521345183881792,0.17395199902533182,0.05773731654213302,0.04585330080407975
0.4848743209970336,0.39124644018772475,0.028355241240148855,0.021755743355367074
1.3021602385680018,1.6937829579679549,0.0027930479304121253,0.0037425316453242926
0.9238129011559697,0.8888761035809176,0.008214257528842483,0.007706616992277565
0.23127158250016527,0.19457956358807868,0.05459934158846689,0.04308875558119875
0.4245039724246418,0.3448508446520853,0.033449862631059604,0.025754068827574295
1.1561076025514518,1.1067669143339587,0.004236504604118068,0.003973249661695663
1.0757258968028527,1.0313774816685533,0.005327897320862625,0.004997200148301401
0.7352950321304038,0.6727964242211386,0.014038025595394162,0.012566404933485079
0.3865313511187455,0.4152714909856515,0.03704773739101364,0.03936530892547931
0.7200918041023276,0.5710306792945185,0.014656119379757564,0.011174502366058978
0.3091515001466607,0.35630046842065094,0.04531468770853853,0.0619109295496741
0.40815878792231186,0.332258955395377,0.03496066916100934,0.026948726449084377
0.10610878456725215,0.12058194643023613,0.0664627963663654,0.06958947992266272
1.237643592282484,0.9650360985451831,0.0033574299157595223,0.002554441641995388
0.2598086917195578,0.2685996142523923,0.05113498831059676,0.05396812296340018
0.35734769912543285,0.3711315796070688,0.04002235704723097,0.04191558772511425
0.6290774330733594,0.5777101852573986,0.018954861061692918,0.016969479406931134
0.12606765353630323,0.12671750658840997,0.0655857650448452,0.06977759705468453
0.16537440310122678,0.18247557916076973,0.062214545753480156,0.06493822909575934
0.7783353596493042,0.7113245741765443,0.012424231487027017,0.011121681751489889
0.18943408479773777,0.18287128878411563,0.05958030057879095,0.05411608594597649
0.9266598901842574,0.8440992603286728,0.008147927264768602,0.007293797896643428
0.2095817154198548,0.22866871940325037,0.05721720739001686,0.05987290164380293
0.12133531030943233,0.12059577194593864,0.06586221548833614,0.060776898651059785
0.427999584347838,0.3475419045262696,0.0331341532444848,0.02550498074908789
0.8661684714305823,0.6823259145610935,0.009679069579249794,0.007370406932992486
0.23448142293335048,0.24183953016884607,0.05420922859552781,0.057339331157014645
0.4082287026762092,0.4914876823476831,0.03495408511844423,0.04759139213647419
0.7597908346608867,0.8158245234532205,0.013095769623969718,0.014141046719691925
0.285874582672046,0.30876326674733384,0.048019833648247176,0.0505863292882836
0.1425787789916148,0.15868617716977165,0.06436733330272264,0.06717429862894946
0.179024990745022,0.1845478767652185,0.06075286239258412,0.05918933562228193
0.2139105090888356,0.218398865485962,0.056698742606171915,0.05481477079760305
0.4235326487409288,0.512316177098679,0.033538049780413304,0.04562627189191052
0.3164251632556374,0.31672900859785086,0.04448771832408274,0.042404795950487885
0.8952463196859923,1.1483147766563289,0.008910302876046017,0.011954778741742384
1.1191199249112238,0.874855075678763,0.0047078038346448185,0.003582242327167197
0.21317284998903777,0.21768566623535968,0.05678728352313349,0.054908214683645915
0.11473245403627645,0.10098228244205171,0.06618147320365607,0.054431200140139864
0.3560648277934715,0.29201647870221176,0.04015723381205742,0.031095602406477508
1.0199671609248313,0.7994022938135745,0.006245812849758212,0.004753356640164803
0.33906803814780373,0.3382892190825702,0.04197609654020806,0.03992921522138413
0.48617632021782137,0.39224537622492606,0.02825353728984948,0.021676351973115574
0.8887171379186359,1.1395544651274054,0.00907745658902339,0.012179706640364074
1.0107853832166012,1.303271588883539,0.006411422911423775,0.008596098793640402
0.31548981080696104,0.32722755408540805,0.04459353542294133,0.046846940017681
0.8865774329280939,0.6978660587988755,0.009132910926039028,0.0069537737090557454
0.3081987478599741,0.3088845825532073,0.04542369496266371,0.04333229989998484
0.37893429998781225,0.3536197668743463,0.03780466601445201,0.0339166369659075
0.1996974717716855,0.16956812577214317,0.05838870476442046,0.046439724641061324
0.21430723350536549,0.21878239295973362,0.0566510939187614,0.05476451441008409
1.2171961582137982,1.1041856774592427,0.003559076378441218,0.003186128798504914
0.2376144974145596,0.1995818159787361,0.05382825000376601,0.04242201687460512
1.2320084225388404,1.1174458075863682,0.003411834163656117,0.0030543201186168487
0.3204088018636708,0.30107141749472704,0.04403882575591278,0.03957914570241279
0.18853961260643007,0.1606796431272694,0.05968264265711361,0.04762109840146773
1.1356262825233794,1.1769537688013885,0.0044913329135208005,0.004633338535832173
1.0935505232407057,1.1335463144617202,0.005063882994348644,0.005224331363941043
1.0716800891500862,1.1532521614277438,0.00538971142797529,0.005837957068446668
0.5416412096399853,0.49942364498990827,0.024222268250627985,0.021690834492092744
0.3550998349080701,0.3535293329396262,0.04025891500324197,0.03824674131923744
0.8116907992543996,0.6408353236120498,0.011301004292534545,0.008608537081321822
0.20399945720845836,0.19608723373694462,0.05788123061334845,0.05246754242189687
0.6553204319506178,0.6368038069273759,0.01760273829692189,0.016544969759012637
1.0465702304690216,0.8196478924531349,0.005789688668167839,0.0044059762838714964
0.14617475899958576,0.15239650192662374,0.06405852642318483,0.063010917511546
0.9279043153186727,0.9626171713542173,0.008119101937674445,0.008380338803811069
0.24184656644612557,0.24533860824423664,0.05331357280665082,0.051290888654210026
0.8030418114100901,1.0245503599091002,0.011582209311416462,0.015554799216094116
0.25683244298455604,0.2597394392878015,0.05149480281942266,0.049429747497032904
0.3708332738331684,0.3463512135848099,0.0386253735494735,0.03465949661041606
0.2843832411001994,0.30719232553096104,0.0481959093328621,0.050764869852461196
0.671037728999861,0.6152742833977145,0.01683844147533142,0.015073879505556555
0.8185842429519675,0.7473537493590917,0.011081732326325517,0.009919918633477126
0.9994946582225278,1.0750771232519876,0.00662108849642027,0.007169050669042952
0.9541614804910631,0.9897176862294458,0.007534026974601852,0.007775603809641674
0.2950850299372352,0.3370832055430404,0.04693938336036649,0.06412120340524724
1.2871229069652403,1.00268102585428,0.002915469341318899,0.002218122887258172
0.26881376463911955,0.3012127096020402,0.05005066463147184,0.068290211810551
0.26569904131789923,0.29696341708758967,0.050424900492958044,0.06878424206695545
0.7763168608542159,0.6138853567883046,0.012495642395663004,0.00952138785760817
0.11691487832007331,0.13188654176193082,0.06608511683832995,0.06908153825479224
0.4212787312633221,0.5092496880036406,0.03374345833036643,0.04591126097583483
0.8965004310626812,0.9302004791910994,0.008878548669838587,0.009165600546508742
0.8704590386222341,1.1150546443331961,0.009561618556354227,0.012831417117541778
1.048527464460994,1.0870947228784367,0.005757474385679716,0.005940428976956295
0.8256060020524809,0.8569985166013382,0.010862716142137265,0.011218974846317684
0.288363978541784,0.28994309061043766,0.04772660465469424,0.04562732556815073
0.19376523644430216,0.19888304605092072,0.05908111663468499,0.05735847397581418
0.7700765639804558,0.6091302566262203,0.01271898976685537,0.009692145773438991
0.26981357801490546,0.2721888058276416,0.04993073771291165,0.047843534257695546
0.9291686163201011,0.9639221483671279,0.008089920212154536,0.008350171934209531
0.6426150202704958,0.6248608459522786,0.018245210556934097,0.017151835214991987
0.5715543120341724,0.7129295353328664,0.022279448747429438,0.03009282141762345
0.290173545593452,0.2738802219230054,0.04751400286135368,0.04276112925428697
0.3335296880497195,0.3128606846031833,0.04258131928521484,0.038250760494875594
0.5637384510516887,0.5192106004332832,0.02277225347230675,0.020390501890402646
0.4044696561805311,0.4863690856680646,0.035309570935862976,0.0480848510388401
0.08775048116581485,0.08938333253236379,0.06639554306381742,0.06223053533142407
0.8227483939565593,0.649258096979412,0.010951325095556378,0.008341489823950846
0.07736575077947365,0.09037107652038084,0.06581645684707252,0.06954417590299994
0.19535792974219277,0.20156883003069037,0.058896141761795175,0.07908918270412266
0.9608404879961759,1.033229231829208,0.007392028524396651,0.00800170143795007
0.06190132573723788,0.06492881577823532,0.06390013090272167,0.06112589958562209
0.9373169597339032,0.8536391818815579,0.007904335706973253,0.0070757552857775435
0.7964716644780108,0.8554459761343997,0.01180044797953986,0.012750375690020566
0.9287314886448447,0.7299589514522338,0.008099997859554443,0.0061661746069753024
0.32795428122213915,0.30785181063933287,0.04319664335157849,0.038811183081510735
1.0830180437295651,0.9840687292182458,0.005218265955996619,0.004671376272685665
0.36671667004846886,0.3426570969721984,0.03904775883659945,0.035042082197468356
0.6708693045131655,0.6514168656534634,0.016846457121207702,0.01583100751924952
0.32487519183704894,0.34992115201771357,0.04353901946355804,0.04602758068214756
0.8612069685681866,0.9254250192013908,0.009816675549327976,0.010616335951334065
0.141612663180159,0.14325859909375552,0.06444795438062122,0.06858001412587987
0.24819775931373417,0.2731104698782797,0.05254168419503027,0.07153805856984974
0.7523931996860909,0.595653962526662,0.013373549620495435,0.010192761216769498
0.9285370348621184,0.9632702481136778,0.008104484860906307,0.008365228208883817
0.3885266081954167,0.36222465180814634,0.036850989693515065,0.03305422766339927
0.8387300616613688,0.9011204923852195,0.010464813027341742,0.0113141106281939
0.565668869742953,0.5209391104356237,0.022649578544801843,0.020280515752245022
0.31846629242450997,0.3303540809557528,0.04425735358918674,0.046483002484578005
1.1726447243292746,1.26263421267205,0.004041329197773782,0.004378950430531161
1.0102785148640194,1.0867538345203656,0.006420691738373023,0.0069525191132265235
0.7493577455539717,0.9524246459311989,0.013489206119245114,0.01813089838377638
0.37631670072640744,0.3512713055174203,0.03806832523656452,0.03415521458594367
0.8384055027190902,0.8087353386701934,0.010474476533395017,0.009830236848578025
0.16387940911813084,0.1596112770336181,0.06236810823258345,0.05690015483850474
1.1187242462421105,1.1595171206384487,0.004713118856351111,0.004862254934281838
0.33548349514216563,0.36114099441129827,0.04236711994996097,0.04483011152127905
1.075869720537855,0.9776695749786128,0.005325712977637301,0.004767557192253686
1.0947031922375676,1.0491766843585564,0.005047266748293272,0.004733888117650638
1.0096744501464943,1.3017821046851843,0.006431755401449996,0.008623400552149923
0.0030758001028934733,0.004533355581045242,0.015925674783441347,0.020370192034666577
0.2853941009414607,0.23706549715545214,0.04807652887580407,0.03756144181407964
0.7630496617399714,0.6037754211816525,0.012975216362854312,0.009888078926363474
1.0782105311737438,1.0337078939237652,0.005290287022272774,0.0049619099022392065
0.3291188473474237,0.27112086118761763,0.04306762171657475,0.03344815506507522
0.3083349955456375,0.3197090764720209,0.04540809690297894,0.04772958951362989
0.7121473951925675,0.9023925689586976,0.014989678880075729,0.020162227886849994
0.19676946304910975,0.21526810679880617,0.058731621084234534,0.061400913680892476
0.7799468173079245,0.7127670873638688,0.012367510841246645,0.011070905869398172
0.2622052305541983,0.29219823846570736,0.050845736147357136,0.06933744988805685
0.24688222092510537,0.254949265952623,0.05270147764495656,0.05568415901853335
0.7483040142355408,0.7771340912336508,0.013529585599092366,0.013983525645995377
0.9419420150872433,0.9058844165264283,0.0078008896646091066,0.007318437441594547
0.30537244511931155,0.2526510226818779,0.04574797134380846,0.03563792624483861
0.40840343197059736,0.4040764586631457,0.034937635018269596,0.033076597311032734
1.1298799534042716,1.0260195183338767,0.00456554048372016,0.004087086159282136
0.8598397951277875,0.8288503382687672,0.009854934190064474,0.009247932816377825
0.7678692780935197,0.9773021343309887,0.012798932140560987,0.017197734173632847
0.5027973068721044,0.4049922126413757,0.0269843755590678,0.020686898620027087
0.4194181630090733,0.5067180777218344,0.03391383515633408,0.0461476669137275
0.038788108428948684,0.04896798860622236,0.05718312855153097,0.06289623550892905
0.027560813206457722,0.02371097852529532,0.050947885709871236,0.0501955156909818
0.19676946304910975,0.2034648932019901,0.058731621084234534,0.07891577990649226
0.17616220584837747,0.17080402729718627,0.06106740765497453,0.05558555273133016
